request_id,timestamp,team,user_id,provider,model_or_tool,usage_type,input_tokens,output_tokens,cost_usd,monthly_budget
ba1282c6-e893-4796-acfa-86a59be3363b,2026-03-05 18:42:00,Product,pro_009,Anthropic,Claude Haiku,code-gen,23001,6363,0.0431,4000
c2aa2e8c-6b98-427a-9578-b5e67b281dc6,2026-03-05 19:54:00,Sales,sal_012,OpenAI,GPT-4o,analysis,12019,4161,0.1205,1800
3d0e1f74-604f-4fe8-ab5c-0a6021e6c73e,2026-03-05 20:09:00,Engineering,eng_020,Meta,Llama 4 Scout,analysis,17410,4674,0.0071,5500
05403d4e-c085-4588-9397-f2403375627d,2026-03-06 07:08:00,HR,hr_004,Anthropic,Claude Haiku,completion,9115,10708,0.0493,600
50871054-f44e-4900-9db2-b60eb9659881,2026-03-06 09:50:00,Legal,leg_007,Anthropic,Claude Haiku,analysis,24246,4104,0.0352,2000
ee97157d-fec8-4e67-be62-654487eef34c,2026-03-06 10:09:00,Support,sup_004,Meta,Llama 4 Maverick,chat,595,2126,0.0045,800
c0c30e58-7623-479e-9586-15298585aafe,2026-03-06 11:59:00,Sales,sal_012,OpenAI,GPT-5.4 Pro,analysis,4163450,63038,78.1587,1800
421a88d7-2050-4577-a878-0623884c48be,2026-03-06 16:30:00,Support,sup_021,Anthropic,Claude Opus 4.6,chat,11966,1158,0.2095,800
be6065c0-eed2-47d0-8974-49bd52526feb,2026-03-07 09:48:00,Legal,leg_003,OpenAI,GPT-5.5,code-gen,2875568,387182,65.2605,2000
0e8500f7-0f2f-4ac8-8d5b-74c2b8b9fe30,2026-03-07 11:53:00,Support,sup_010,OpenAI,GPT-4.1 mini,chat,6440,1027,0.0041,800
d5c3e76a-b5b5-4168-9bb9-2f4ea5ffdaf1,2026-03-07 13:24:00,Product,pro_003,Anthropic,Claude Haiku,summarization,35812,4303,0.0451,4000
0b358fc1-e9ef-4235-82d6-f5f29f8656c9,2026-03-07 17:14:00,Sales,sal_002,Anthropic,Claude Haiku,completion,2731,1203,0.0069,1800
711b981a-fe06-49f1-b024-0cf4a8bfde06,2026-03-07 17:50:00,Marketing,mar_012,xAI,Grok 4.3,summarization,73184,1221,0.3838,3500
f92d75c9-2007-426d-bb7f-faec735963f3,2026-03-08 07:00:00,Product,pro_015,Anthropic,Claude Sonnet 4.6,completion,7807180,616576,32.1267,4000
3f75ff77-fe45-4452-a71e-4b45764c0a1a,2026-03-08 14:15:00,Engineering,eng_016,DeepSeek,DeepSeek R1,chat,13026,4667,0.0171,5500
742ac222-8179-4d44-b7da-153911761b42,2026-03-08 16:38:00,Finance,fin_006,Mistral,Mistral 3 8B,summarization,43420,3386,0.0105,1300
33fe8ff2-e24e-4979-9429-2f6c347ed0b1,2026-03-09 12:08:00,Marketing,mar_001,Google,Gemini 3 Deep Think,completion,2317,11855,0.3913,3500
2de31811-7f68-41a4-9e2f-92b0aafdf75d,2026-03-09 14:30:00,Finance,fin_002,OpenAI,GPT-5.4 Pro,summarization,7199344,657598,173.9919,1300
17e8833e-af16-4d2f-ae63-bbbbd256e257,2026-03-09 17:19:00,Support,sup_007,Anthropic,Claude Opus 4.7,embedding,679,0,0.01,800
ffd6d83a-a54d-437c-a8fd-87bac714a85f,2026-03-09 17:42:00,Legal,leg_002,Anthropic,Claude Haiku,summarization,37114,1916,0.0367,2000
dcda5cec-800f-4a41-b3cb-8035f796eb2e,2026-03-09 21:51:00,Finance,fin_003,Anthropic,Claude Haiku,analysis,8751,2720,0.0176,1300
3ae3a5e5-27c8-49e4-9396-38b5a8d1738e,2026-03-09 21:52:00,Marketing,mar_006,OpenAI,GPT-5 mini,chat,3677,4440,0.0084,3500
9edc0951-7fe0-40c3-930f-9c8283dfd6af,2026-03-10 07:03:00,Marketing,mar_012,Meta,Llama 4 Maverick,chat,21920,2406,0.0155,3500
9e14a8bf-1fa7-4346-8a82-d52c0bf0a66f,2026-03-10 08:59:00,HR,hr_001,Google,Gemini 3 Pro,analysis,75963,17276,0.3566,600
b245ca2f-0d5b-49c9-b58c-0b62a46961e4,2026-03-10 12:55:00,Marketing,mar_008,OpenAI,GPT-5.5,completion,2338,535,0.0661,3500
41800633-2456-4f6c-8f36-2be554c8d874,2026-03-10 17:11:00,Engineering,eng_017,Google,Gemini 3 Pro,analysis,1624983,225330,6.2107,5500
35e3b941-9b21-40dd-94aa-2b1465b4e3c9,2026-03-11 07:43:00,Engineering,eng_006,Google,Gemini 3 Deep Think,code-gen,4420598,196087,40.9469,5500
c812c343-7a81-4c48-9753-eebd34c03545,2026-03-11 16:59:00,Sales,sal_009,OpenAI,o3-pro,chat,2838,840,0.1219,1800
74e6a0bc-09ce-43c5-8251-baba54ce1d31,2026-03-11 20:22:00,Finance,fin_003,OpenAI,GPT-4.1 mini,code-gen,40861,7630,0.0281,1300
ceab3024-935a-424a-906c-a413c6d9d9aa,2026-03-12 10:55:00,Finance,fin_006,OpenAI,o4-mini,analysis,80000,6044,0.1127,1300
b849fb1a-7ca2-4505-a148-1d86f14aa6de,2026-03-12 11:42:00,Engineering,eng_023,Google,Gemini 3 Pro,summarization,38374,3402,0.1278,5500
214f7bee-087b-4c67-8aa1-c94cbe8e7b47,2026-03-12 15:30:00,Engineering,eng_007,Anthropic,Claude Haiku,search,567,60,0.0007,5500
aa4d7f7a-ac27-44aa-84de-0174b7701191,2026-03-12 18:05:00,Legal,leg_006,Anthropic,Claude Opus 4.6,code-gen,967884,121437,18.5864,2000
9a630f3d-6ab4-4a1d-89a7-f8f48fa1aa92,2026-03-12 19:41:00,Support,sup_003,OpenAI,GPT-4.1 mini,chat,1944,100,0.0009,800
6a5ea384-d123-4480-b342-b73541ef60d8,2026-03-12 19:42:00,Sales,sal_013,Google,Gemini 3 Deep Think,chat,8368,1203,0.1037,1800
0e0bbb39-a8b9-4a32-8826-ed96553fb196,2026-03-12 19:45:00,Legal,leg_001,Anthropic,Claude Opus 4.6,code-gen,512208,241282,20.2803,2000
9e6ec264-f45e-490a-84a2-3af773e176f8,2026-03-13 07:33:00,HR,hr_007,Anthropic,Claude Opus 4.7,chat,7155,796,0.1642,600
f54f0aef-125b-4e3c-b42a-a36040abf376,2026-03-13 17:07:00,Support,sup_009,Anthropic,Claude Haiku,completion,1755,1035,0.0055,800
ce1c5505-5239-4db9-85a3-1158b95ad9e7,2026-03-13 18:13:00,Sales,sal_008,Google,Gemini 3 Deep Think,chat,954,2305,0.08,1800
1db585d1-a363-4d33-bb37-c4672117faf9,2026-03-13 19:58:00,HR,hr_003,Amazon,Nova Premier,chat,1748,658,0.0215,600
68421341-9c06-40dd-b7ac-592dd871558c,2026-03-13 20:51:00,Engineering,eng_022,Anthropic,Claude Sonnet 4.6,analysis,1685597,157274,7.2925,5500
4c10011b-26e9-4835-83dd-3690deafac22,2026-03-14 08:11:00,Support,sup_001,Amazon,Nova 2,chat,758,272,0.0015,800
684b4d22-ee13-4e72-86e7-9964ba9246da,2026-03-14 08:24:00,Legal,leg_006,Anthropic,Claude Sonnet 4.6,summarization,996114,76865,4.0724,2000
3d460f62-107a-4cf4-a0db-7ac9675bc284,2026-03-14 10:45:00,Finance,fin_008,Google,Gemini 3 Pro,analysis,60954,1543,0.165,1300
ce472782-9c30-498e-a45f-ac36e6eb6fa8,2026-03-14 11:23:00,Support,sup_019,OpenAI,GPT-4o mini,embedding,1944,0,0.0003,800
8bcd9b98-3663-49b4-8ea6-efddaf96e5cd,2026-03-14 11:44:00,Finance,fin_005,OpenAI,GPT-4.1 mini,analysis,19448,11574,0.0259,1300
f257cce3-8e8c-45fc-8d08-65aee75ff4c1,2026-03-14 12:55:00,Product,pro_012,Google,Gemini 3 Pro,summarization,85580,4788,0.2575,4000
f00b02eb-d62d-40b8-bccc-0236271cfe34,2026-03-14 13:28:00,Sales,sal_005,Anthropic,Claude Opus 4.7,chat,3244,1118,0.1303,1800
2c414a1e-65f3-40bd-bca4-85fd2456f35a,2026-03-14 17:44:00,Legal,leg_008,Anthropic,Claude Sonnet 4.6,summarization,273162,203457,3.8069,2000
689b994b-f147-4b62-be2c-2fec1625fcb6,2026-03-14 19:30:00,Support,sup_005,OpenAI,GPT-5.5,chat,502,194,0.0189,800
1b8182d8-86ba-48d3-a6ee-1dd4a3e7d213,2026-03-14 21:18:00,Engineering,eng_015,Anthropic,Claude Opus 4.7,summarization,7838738,158646,127.3256,5500
04daa7ed-4fd3-4f18-b03a-d6950eb31441,2026-03-15 09:04:00,Engineering,eng_004,Anthropic,Claude Sonnet 4.6,completion,2689559,201760,10.9105,5500
15ba2b83-4aa9-433c-929c-2d8dfac9d2d5,2026-03-15 09:07:00,Sales,sal_006,OpenAI,o3-pro,completion,5826,2026,0.274,1800
fa984601-e3dd-417d-8bad-8776ccaeef52,2026-03-15 09:43:00,Engineering,eng_021,Amazon,Nova Premier,analysis,10000000,61089,50.3697,5500
2cccb429-5552-46f0-9161-2c945afcf9f2,2026-03-15 10:43:00,Engineering,eng_010,OpenAI,GPT-5.4 Pro,code-gen,283232,313312,27.1966,5500
57b35cdc-0c72-46f9-8e78-e46e348df09d,2026-03-15 10:49:00,Product,pro_012,Anthropic,Claude Haiku,completion,5343,5648,0.0264,4000
ebd47b0c-7586-4506-b65f-c2afa3368726,2026-03-15 12:33:00,Engineering,eng_022,OpenAI,GPT-5.5,embedding,650,0,0.0096,5500
9b3c842e-85a5-48a9-bb70-d1a88f1fdcd0,2026-03-15 12:41:00,Support,sup_015,OpenAI,o4-mini,search,1098,132,0.0018,800
fda81d99-ec3f-41f9-903e-16e5260e21b1,2026-03-15 18:02:00,Finance,fin_008,OpenAI,GPT-4o mini,analysis,32460,2717,0.0064,1300
e8e1f8c9-bacf-422c-a7f6-512c8c0492d6,2026-03-16 07:03:00,Sales,sal_008,OpenAI,GPT-5.4 Pro,summarization,2926689,59468,56.0145,1800
945cf959-1983-4430-811d-603ec1a639b5,2026-03-16 07:30:00,Marketing,mar_007,OpenAI,GPT-5.4 Pro,summarization,490969,478821,42.592,3500
dab2f37b-3cff-4249-9ddd-48b5126685ea,2026-03-16 12:33:00,Sales,sal_005,OpenAI,o3,analysis,37243,11059,0.8012,1800
f6760066-39e3-4e68-866d-b265a6779a41,2026-03-16 13:17:00,Engineering,eng_022,OpenAI,GPT-4.1,analysis,8239,13581,0.1846,5500
f328da6e-3fca-460e-9ced-47e9ccdd6ead,2026-03-16 13:39:00,Support,sup_004,Amazon,Nova 2,chat,852,1675,0.0059,800
4b5453d0-7019-4c1b-a17a-1a3863954f8b,2026-03-16 13:44:00,Sales,sal_007,OpenAI,GPT-5.2,analysis,27247,8833,0.3692,1800
69eecbb1-66bf-46ed-8777-38e10580d9f8,2026-03-16 15:02:00,Marketing,mar_005,OpenAI,GPT-5.5,analysis,3667613,234447,67.9318,3500
52989552-e64e-421f-beb9-77b5ab5beb5d,2026-03-16 17:06:00,Sales,sal_011,Google,Gemini 3 Pro,analysis,29979,5119,0.124,1800
8f54aa3b-1cd1-41d7-a43b-dd8b1bd3d1e0,2026-03-16 17:37:00,Marketing,mar_009,Anthropic,Claude Opus 4.6,chat,17884,396,0.2344,3500
6c1faf03-ee27-4d41-ba4b-18019a3c58c4,2026-03-17 09:10:00,Engineering,eng_003,xAI,Grok 4.3,analysis,3111831,78724,16.8486,5500
ed7662db-7cf5-470b-903b-16d4e3d3ba80,2026-03-17 12:34:00,Marketing,mar_002,xAI,Grok 4.3,chat,1773,2464,0.0572,3500
5917b175-4fee-4e09-a5d7-95df715a18a5,2026-03-17 13:35:00,Finance,fin_002,DeepSeek,DeepSeek V4 Pro,summarization,69372,1873,0.0737,1300
b486c5b8-f6fe-4fa6-b80d-805566fb533e,2026-03-17 15:46:00,Support,sup_020,xAI,Grok 4.3,completion,1647,630,0.0205,800
86a03925-dae1-4950-9520-5e0bc5d06472,2026-03-17 17:47:00,Engineering,eng_025,Anthropic,Claude Haiku,chat,13411,1404,0.0161,5500
130c57c6-02f9-4e3c-b6d6-c0fbeb8ef67c,2026-03-17 19:03:00,Marketing,mar_005,Anthropic,Claude Opus 4.6,summarization,1255791,208358,27.1123,3500
c1d07ed4-93a3-4932-ad0c-8f8cee0ef42d,2026-03-17 20:20:00,Product,pro_013,Anthropic,Claude Sonnet 4.6,analysis,1994482,184848,8.6105,4000
72162ce8-5c31-4a37-9fb6-29c2970d553a,2026-03-18 08:00:00,Marketing,mar_010,Anthropic,Claude Opus 4.7,completion,6230,210,0.1074,3500
d1167827-925b-4122-8408-b9d0363b1712,2026-03-18 18:48:00,Finance,fin_001,Google,Gemini 3 Pro,completion,983,602,0.0083,1300
582f3225-d671-440b-a5ce-b509c7718d21,2026-03-18 19:43:00,Finance,fin_004,Anthropic,Claude Opus 4.7,code-gen,1108501,218953,32.4992,1300
5260f814-38b8-4e48-be4c-78118cb340de,2026-03-19 08:55:00,Engineering,eng_012,OpenAI,GPT-5.5 Pro,summarization,2424491,93785,82.5918,5500
3d183d68-0c44-474d-8faa-3f8ad4b8bbd2,2026-03-19 09:12:00,Support,sup_010,Anthropic,Claude Haiku,chat,2420,2842,0.0131,800
e66a0aec-a7c4-4b8e-ac4a-57201667144d,2026-03-19 09:43:00,Support,sup_013,OpenAI,GPT-4o mini,chat,2476,1435,0.0012,800
26fb608c-72bf-4b49-bd3c-b4b0e8fd8acf,2026-03-19 16:32:00,Engineering,eng_010,OpenAI,GPT-5.4 Pro,analysis,3907313,619664,113.0353,5500
d2b165fb-02e2-4f99-a639-3071577bd25f,2026-03-19 16:55:00,Engineering,eng_005,Anthropic,Claude Opus 4.7,analysis,2217515,79422,38.567,5500
785a5d8b-84e0-4602-8d81-0b06e7b2a11b,2026-03-19 17:05:00,Finance,fin_001,Anthropic,Claude Haiku,summarization,15368,520,0.0141,1300
e6b3fb03-31a8-4c1a-9d35-993609c0eb6b,2026-03-19 17:08:00,Engineering,eng_020,Mistral,Mistral Large 3,completion,2544,719,0.0139,5500
233dcb8d-17a7-44c5-9c17-566db2863e4d,2026-03-20 07:50:00,Marketing,mar_011,OpenAI,o3-pro,embedding,460,0,0.009,3500
b4f74a5a-dc04-48e3-b2ac-79404e44b37a,2026-03-20 08:53:00,Support,sup_001,Amazon,Nova Act,chat,979,1883,0.0025,800
b0d1f859-03b6-4a30-b493-afb010bbddb7,2026-03-20 09:13:00,Finance,fin_003,Google,Gemini 3 Deep Think,completion,3038774,105414,27.2229,1300
29103f97-32a1-4d97-b3c1-bf535ac73074,2026-03-20 11:45:00,Marketing,mar_009,Amazon,Nova Pro,embedding,1017,0,0.0018,3500
8974760a-8ed3-4acc-bf1e-9f63b2d10013,2026-03-20 14:30:00,Sales,sal_014,Qwen,Qwen3.6,chat,11825,668,0.0071,1800
61366c14-4192-4f63-b3cd-2b1fe7d723cd,2026-03-20 14:34:00,Engineering,eng_009,OpenAI,GPT-5.4 Pro,code-gen,5090708,792392,146.2116,5500
a1132095-6901-464d-9afd-6019690ed16f,2026-03-20 16:00:00,Product,pro_003,Google,Gemini 3 Deep Think,summarization,3084907,174401,29.7567,4000
99fb45a9-8591-4532-a4fd-f0561f680e9e,2026-03-20 16:47:00,Marketing,mar_004,OpenAI,GPT-5.3 Instant,summarization,29418,2830,0.0801,3500
468dcb6b-1341-4950-b819-010d823a8373,2026-03-20 17:50:00,Product,pro_015,Anthropic,Claude Opus 4.7,completion,3496523,92867,58.4245,4000
f6ab5666-9402-434d-b9a6-26cbf2909381,2026-03-20 18:07:00,Engineering,eng_012,Anthropic,Claude Sonnet 4.6,summarization,420460,122852,3.0525,5500
296253ed-ea38-42ef-8475-00448acfb229,2026-03-21 13:35:00,Engineering,eng_002,Google,Gemini 3 Pro,code-gen,16309,28622,0.3216,5500
e0e4a701-b874-4860-9a21-9d99c668e7d7,2026-03-21 15:08:00,Finance,fin_006,Anthropic,Claude Opus 4.7,embedding,193,0,0.0028,1300
9b640116-21ae-4156-a4ad-8f37fb149eb9,2026-03-21 15:29:00,Engineering,eng_011,Meta,Llama 4 Behemoth,summarization,1609267,681636,8.5274,5500
391048dc-d35a-4263-9baf-748ea40a733a,2026-03-21 16:08:00,Finance,fin_004,OpenAI,o3-pro,summarization,33057,1643,0.7794,1300
1ddacc96-46e9-4dd2-bfd7-9c3d1271fbc3,2026-03-21 20:18:00,Product,pro_013,Google,Gemini 3 Pro,analysis,2584417,123440,7.5674,4000
4210ea3a-0329-4633-90bc-8929c47c1167,2026-03-22 07:41:00,Product,pro_007,xAI,Grok 4.3,analysis,11471,3323,0.1218,4000
54a39bf1-b75f-4b67-a12c-2d995a2cf5ab,2026-03-22 09:17:00,Product,pro_010,xAI,Grok 4.3,completion,12513,460,0.0706,4000
0eb2a4f5-0037-413b-89af-f6c4c81e12da,2026-03-22 12:19:00,HR,hr_001,OpenAI,GPT-5.4 Pro,chat,3513,9542,0.7378,600
0b08764b-22bb-4008-8ecf-ea47d4cb5ad8,2026-03-22 12:29:00,Support,sup_009,Amazon,Nova Act,chat,297,409,0.0006,800
cd89d1bb-a2c9-462a-8d92-83189d35476c,2026-03-22 13:49:00,Engineering,eng_006,DeepSeek,DeepSeek V4 Pro,code-gen,2724769,129908,3.0627,5500
482d01fc-0cfd-481a-a5fc-ff16556201d5,2026-03-23 08:45:00,Product,pro_015,OpenAI,GPT-5 nano,chat,34206,653,0.0029,4000
03ed06fd-7c9e-44d0-aa25-ff721af79030,2026-03-23 09:11:00,Legal,leg_002,Anthropic,Claude Opus 4.7,code-gen,668719,102810,17.4464,2000
28b02ab5-1027-47b9-ad38-5093929befe1,2026-03-23 09:56:00,Product,pro_002,Google,Gemini 3 Deep Think,analysis,1527642,343334,22.8218,4000
1e35af6e-840e-481e-afed-4ef3ba675604,2026-03-23 13:54:00,Legal,leg_007,Anthropic,Claude Sonnet 4.6,chat,7526,893,0.0354,2000
df003af1-c90e-47a2-8072-01ab6b92e615,2026-03-23 14:24:00,Product,pro_013,OpenAI,GPT-4.1,chat,5954,918,0.0284,4000
dd5fff76-9b7c-47a2-aee1-385a93e4c8c0,2026-03-23 16:38:00,Support,sup_016,Google,Gemini 3 Deep Think,chat,3061,533,0.0409,800
e90b775a-e016-4aea-93ea-72a76d34332a,2026-03-23 16:47:00,Sales,sal_015,Qwen,Qwen3-Max,analysis,2854120,184192,4.2374,1800
410514eb-32cb-4114-b561-74352cb52677,2026-03-23 17:25:00,Engineering,eng_016,Meta,Llama 4 Scout,search,1121,198,0.0004,5500
f5742b8f-3cc2-4c6a-afb1-e534a6997758,2026-03-23 17:39:00,Product,pro_003,Anthropic,Claude Sonnet 4.6,analysis,1766286,235441,8.6836,4000
ee7a600a-3195-4aee-8d10-cb8dd93f9a58,2026-03-23 20:35:00,Product,pro_010,OpenAI,GPT-5.4 Pro,analysis,1253529,199773,36.3326,4000
3558dac1-d6f1-4b41-9743-e9ad672a46e9,2026-03-23 21:29:00,Sales,sal_009,OpenAI,GPT-4o,completion,2612,1346,0.0327,1800
a1044561-07b9-45e2-ba7a-c531e53c7e21,2026-03-24 07:47:00,Support,sup_019,Amazon,Nova Act,chat,547,578,0.0008,800
dc2bf107-dbd9-492b-a1c9-ef415b50da8f,2026-03-24 09:31:00,Sales,sal_015,Google,Gemini 3 Pro,completion,4238,3593,0.0458,1800
b72b74e8-f524-4cb0-99ec-6a2939ab2a8d,2026-03-24 11:00:00,Marketing,mar_002,OpenAI,GPT-5.3-Codex,completion,25461,3484,0.2324,3500
fa74334a-e032-4106-856d-80d9fc437a94,2026-03-24 11:33:00,Support,sup_005,OpenAI,GPT-4o mini,completion,2333,468,0.0006,800
f2a61bf9-d521-4a7f-9346-3e7ab0f90f9a,2026-03-24 12:01:00,Support,sup_003,Mistral,Mistral 3 3B,search,351,403,0.0001,800
93f6ba80-0b6b-4a80-9281-416624dbb483,2026-03-24 13:50:00,Support,sup_019,Anthropic,Claude Haiku,chat,1000,964,0.0046,800
6b3f0a13-0461-441c-9ba9-719dbeb3f442,2026-03-24 14:54:00,Sales,sal_010,OpenAI,GPT-5.3-Codex,search,506,174,0.0071,1800
5ebea010-b429-46ee-962c-32523081b1c6,2026-03-24 15:30:00,Product,pro_014,OpenAI,GPT-4.1 mini,analysis,17870,2008,0.0102,4000
96068377-1ef9-4241-ae69-3d19709bedc6,2026-03-24 21:03:00,Marketing,mar_012,xAI,Grok 4.3,chat,2386,5819,0.1262,3500
f03e0bdf-2546-43d4-a56e-aeb1dbdf36fb,2026-03-24 21:24:00,Legal,leg_007,Google,Gemini 3 Pro,code-gen,1025558,76205,3.2706,2000
b6138ea7-7136-4931-94c4-e5f7e04559ab,2026-03-25 09:54:00,Support,sup_003,Anthropic,Claude Haiku,search,1045,116,0.0013,800
2fae1f3f-3ae4-4147-92d1-813b39d326c0,2026-03-25 11:11:00,Engineering,eng_004,Mistral,Mistral 3 14B,chat,4180,2091,0.0051,5500
4039fd7f-9e17-430e-a7da-bd5645c1727c,2026-03-25 12:09:00,Finance,fin_006,Anthropic,Claude Opus 4.7,code-gen,9561688,47305,144.5283,1300
79322a97-780f-4838-9a1d-41c235163758,2026-03-25 12:11:00,Marketing,mar_002,DeepSeek,DeepSeek V4 Pro,analysis,464325,207106,1.0676,3500
141a9ba3-390a-4f0b-99bf-fe70c9fc514c,2026-03-25 18:44:00,Engineering,eng_007,Anthropic,Claude Opus 4.6,summarization,1418786,107193,23.0668,5500
